Project ID,Vintage,Offset Credit Serial Numbers,Quantity of Offset Credits,Status Effective,Project Name,Project Type,Protocol Version,Project Site Location,Project Site State,Project Site Country,Additional Certification/SDGs,ARB Eligible,Account Holder,Retirement Reason,Retirement Reason Details,Date Issued,Retirement Year,ACR Retirement Data,Updated 12-31-23,Total Credits Retired:,"31,956,128"
ACR212,2020,ACR-US-212-2020-1172-181176 to 181557,382,4/4/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Bonneville Environmental Foundation,,,12/18/2020 23:27,2022,,,,
ACR212,2019,ACR-US-212-2019-1155-164654 to 164664,11,4/8/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"Anew Environmental, LLC",,,11/23/2020 23:09,2022,,,,
ACR212,2018,ACR-US-212-2018-817-454660 to 481687,27028,4/19/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",,,4/10/2019 18:14,2022,,,,
ACR212,2018,ACR-US-212-2018-817-415119 to 416259,1141,5/4/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",,,4/10/2019 18:14,2022,,,,
ACR212,2020,ACR-US-212-2020-1172-173175 to 175874,2700,5/10/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,12/18/2020 23:27,2022,,,,
ACR212,2019,ACR-US-212-2019-1155-106654 to 107046,393,5/13/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"Anew Environmental, LLC",,,11/23/2020 23:09,2022,,,,
ACR212,2018,ACR-US-212-2018-817-482009 to 482687,679,5/24/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",,,4/10/2019 18:14,2022,,,,
ACR212,2018,ACR-US-212-2018-817-481688 to 482008,321,5/24/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",,,4/10/2019 18:14,2022,,,,
ACR212,2019,ACR-US-212-2019-1174-14940 to 15368,429,6/6/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"Anew Environmental, LLC",,,12/18/2020 23:27,2022,,,,
ACR212,2020,ACR-US-212-2020-1172-176516 to 177747,1232,6/9/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,12/18/2020 23:27,2022,,,,
ACR212,2020,ACR-US-212-2020-1172-175875 to 176515,641,6/9/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,12/18/2020 23:27,2022,,,,
ACR212,2018,ACR-US-212-2018-817-543880 to 545078,1199,6/15/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,4/10/2019 18:14,2022,,,,
ACR212,2018,ACR-US-212-2018-817-543697 to 543879,183,6/15/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,4/10/2019 18:14,2022,,,,
ACR212,2018,ACR-US-212-2018-817-543510 to 543696,187,6/15/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,4/10/2019 18:14,2022,,,,
ACR212,2018,ACR-US-212-2018-817-543155 to 543509,355,6/15/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,4/10/2019 18:14,2022,,,,
ACR212,2020,ACR-US-212-2020-1172-199176 to 201107,1932,6/15/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,12/18/2020 23:27,2022,,,,
ACR212,2020,ACR-US-212-2020-1172-177748 to 177848,101,6/15/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,12/18/2020 23:27,2022,,,,
ACR212,2019,ACR-US-212-2019-1174-15369 to 15370,2,7/11/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"Anew Environmental, LLC",,,12/18/2020 23:27,2022,,,,
ACR212,2018,ACR-US-212-2018-817-482688 to 509715,27028,7/13/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",,,4/10/2019 18:14,2022,,,,
ACR212,2019,ACR-US-212-2019-1174-15371 to 34585,19215,7/20/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"Anew Environmental, LLC",,,12/18/2020 23:27,2022,,,,
ACR212,2020,ACR-US-212-2020-1172-207776 to 209075,1300,7/25/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,245,,,12/18/2020 23:27,2022,,,,
ACR212,2019,ACR-US-212-2019-1174-34586 to 34592,7,8/29/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"Anew Environmental, LLC",,,12/18/2020 23:27,2022,,,,
ACR212,2019,ACR-US-212-2019-1174-34593 to 34596,4,9/21/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"Anew Environmental, LLC",,,12/18/2020 23:27,2022,,,,
ACR212,2020,ACR-US-212-2020-1172-178591 to 178733,143,9/22/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,12/18/2020 23:27,2022,,,,
ACR212,2020,ACR-US-212-2020-1172-178546 to 178590,45,9/22/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,12/18/2020 23:27,2022,,,,
ACR212,2020,ACR-US-212-2020-1172-178500 to 178545,46,9/22/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,12/18/2020 23:27,2022,,,,
ACR212,2020,ACR-US-212-2020-1172-178490 to 178499,10,9/22/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,12/18/2020 23:27,2022,,,,
ACR212,2020,ACR-US-212-2020-1172-177849 to 178489,641,9/22/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,12/18/2020 23:27,2022,,,,
ACR212,2020,ACR-US-212-2020-1172-181705 to 185186,3482,9/28/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Bonneville Environmental Foundation,,,12/18/2020 23:27,2022,,,,
ACR212,2020,ACR-US-212-2020-1172-178734 to 178848,115,9/30/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,12/18/2020 23:27,2022,,,,
ACR212,2020,ACR-US-212-2020-1172-201108 to 202980,1873,10/5/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,12/18/2020 23:27,2022,,,,
ACR212,2020,ACR-US-212-2020-1172-202981 to 205456,2476,10/6/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,12/18/2020 23:27,2022,,,,
ACR212,2020,ACR-US-212-2020-1172-178849 to 179175,327,10/6/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Carbonfund.org,,,12/18/2020 23:27,2022,,,,
ACR212,2019,ACR-US-212-2019-1174-63034 to 90060,27027,10/10/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",,,12/18/2020 23:27,2022,,,,
ACR212,2019,ACR-US-212-2019-1174-34597 to 34598,2,10/24/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"Anew Environmental, LLC",,,12/18/2020 23:27,2022,,,,
ACR212,2019,ACR-US-212-2019-1155-20012 to 25011,5000,11/15/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,621,,,11/23/2020 23:09,2022,,,,
ACR212,2020,ACR-US-212-2020-1172-185187 to 185889,703,11/16/2022,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,Oboz Footwear (part of KMD Brands Limited) 01/08/2021 - 31/07/2022 greenhouse gas emissions for Toitu net carbonzero organisation certification,12/18/2020 23:27,2022,,,,
ACR212,2019,ACR-US-212-2019-1155-25012 to 25555,544,1/30/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"Anew Environmental, LLC",On Behalf of Third Party,On behalf of Patch¡s customers and their end users,11/23/2020 23:09,2023,,,,
ACR212,2019,ACR-US-212-2019-1174-90061 to 102965,12905,3/9/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",On Behalf of Third Party,"Retired on behalf of Etsy, Inc. - Transaction Reference 11704",12/18/2020 23:27,2023,,,,
ACR212,2019,ACR-US-212-2019-1155-38972 to 39620,649,3/27/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"Anew Environmental, LLC",On Behalf of Third Party,On behalf of Patch¡s customers and their end users,11/23/2020 23:09,2023,,,,
ACR212,2018,ACR-US-212-2018-817-526247 to 530078,3832,3/30/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",On Behalf of Third Party,Retired on behalf of REI Co-op,4/10/2019 18:14,2023,,,,
ACR212,2019,ACR-US-212-2019-1174-102966 to 116202,13237,3/31/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",On Behalf of Third Party,Retired on behalf of REI Co-op,12/18/2020 23:27,2023,,,,
ACR212,2019,ACR-US-212-2019-1155-70949 to 102925,31977,3/31/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,EcoAct SAS,On Behalf of Third Party,Retired on behalf of CMA CGM,11/23/2020 23:09,2023,,,,
ACR212,2019,ACR-US-212-2019-1155-107047 to 161653,54607,3/31/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,EcoAct SAS,On Behalf of Third Party,Retired on behalf of CMA CGM,11/23/2020 23:09,2023,,,,
ACR212,2019,ACR-US-212-2019-1155-25556 to 38971,13416,3/31/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,EcoAct SAS,On Behalf of Third Party,Retired on behalf of CMA CGM,11/23/2020 23:09,2023,,,,
ACR212,2020,ACR-US-212-2020-1172-195505 to 198268,2764,4/2/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,BEF Customers,12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1172-195005 to 195504,500,4/2/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Bonneville Environmental Foundation,Retail Program Requirements,Heat Makes Sense for Climate Neutral Certification,12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1172-193005 to 195004,2000,4/2/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Bonneville Environmental Foundation,Retail Program Requirements,MiiR Climate Neutral Certification and GHG Footprint,12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1172-192997 to 193004,8,4/2/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,On Behalf of Belcorp Holding SA,12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1172-192966 to 192996,31,4/2/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,On Behalf of Kai Aviation Ltd 2021,12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1172-192666 to 192965,300,4/2/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Bonneville Environmental Foundation,Retail Program Requirements,Reformation for Climate Neutral Certification,12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1172-185890 to 192665,6776,4/2/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Bonneville Environmental Foundation,On Behalf of Third Party,The North Face,12/18/2020 23:27,2023,,,,
ACR212,2019,ACR-US-212-2019-1175-1 to 20000,20000,4/3/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,536,Environmental Benefit,Civitas Resources 2022 Scope 1 Emissions,12/18/2020 23:27,2023,,,,
ACR212,2019,ACR-US-212-2019-1174-116203 to 129107,12905,4/10/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",On Behalf of Third Party,"Etsy, Inc., and its affiliates (Reverb.com  LLC, and Depop Limited)",12/18/2020 23:27,2023,,,,
ACR212,2019,ACR-US-212-2019-1155-44621 to 45119,499,4/24/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"Anew Environmental, LLC",On Behalf of Third Party,On behalf of Anheuser-Busch,11/23/2020 23:09,2023,,,,
ACR212,2020,ACR-US-212-2020-1172-20001 to 38067,18067,4/24/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"Anew Environmental, LLC",On Behalf of Third Party,On behalf of Anheuser-Busch,12/18/2020 23:27,2023,,,,
ACR212,2019,ACR-US-212-2019-1155-39621 to 44620,5000,5/1/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"4AIR, LLC",On Behalf of Third Party,On Behalf of 4AIR Client,11/23/2020 23:09,2023,,,,
ACR212,2019,ACR-US-212-2019-1174-54677 to 55108,432,6/6/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"Anew Environmental, LLC",On Behalf of Third Party,On behalf of Patch¡s customers and their end users,12/18/2020 23:27,2023,,,,
ACR212,2018,ACR-US-212-2018-817-512979 to 515078,2100,6/7/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",On Behalf of Third Party,"Facebook, Inc.",4/10/2019 18:14,2023,,,,
ACR212,2018,ACR-US-212-2018-817-511631 to 512978,1348,6/7/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",Other,Calendar Year 2022 Deliveries,4/10/2019 18:14,2023,,,,
ACR212,2018,ACR-US-212-2018-817-418360 to 421282,2923,6/7/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",Other,Calendar Year 2022 Deliveries,4/10/2019 18:14,2023,,,,
ACR212,2018,ACR-US-212-2018-1153-66737 to 67500,764,6/7/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",Other,Calendar Year 2022 Deliveries,11/23/2020 23:09,2023,,,,
ACR212,2018,ACR-US-212-2018-817-416260 to 418359,2100,6/7/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",On Behalf of Third Party,"Facebook, Inc. - 2022",4/10/2019 18:14,2023,,,,
ACR212,2018,ACR-US-212-2018-817-530079 to 536292,6214,6/7/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",Other,Calendar Year 2022 Deliveries,4/10/2019 18:14,2023,,,,
ACR212,2018,ACR-US-212-2018-817-509716 to 511630,1915,6/7/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",Other,Calendar Year 2022 Deliveries,4/10/2019 18:14,2023,,,,
ACR212,2018,ACR-US-212-2018-1153-127076 to 127103,28,6/7/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",Other,Calendar Year 2022 Deliveries,11/23/2020 23:09,2023,,,,
ACR212,2019,ACR-US-212-2019-1174-129108 to 142012,12905,7/6/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",On Behalf of Third Party,"Etsy, Inc., and its affiliates (Reverb.com  LLC, and Depop Limited)",12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1172-1 to 577,577,7/19/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Agendi Inc.,Environmental Benefit,Talia Di Napoli Carbon Neutrality,12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1172-209076 to 210375,1300,7/19/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,245,On Behalf of Third Party,On Behalf of the Saint Paul; Arena Company,12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1173-1 to 47,47,7/27/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"Anew Environmental, LLC",Other,On behalf of Patch¡s customers and their end users,12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1172-205457 to 207327,1871,8/2/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,ClimeCo LLC,Environmental Benefit,On behalf of Flock Freight,12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1172-42161 to 43414,1254,8/2/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Agendi Inc.,Environmental Benefit,Asana Carbon Neutrality,12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1172-578 to 1000,423,8/2/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,Agendi Inc.,Environmental Benefit,Asana Carbon Neutrality,12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1172-17012 to 17022,11,8/24/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"Anew Environmental, LLC",On Behalf of Third Party,On behalf of Patch¡s customers and their end users,12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1173-48 to 147,100,9/29/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,786,On Behalf of Third Party,On behalf of Patch's customers and/ or their End Users,12/18/2020 23:27,2023,,,,
ACR212,2019,ACR-US-212-2019-1174-142013 to 154919,12907,10/3/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,,No,"3Degrees Group, Inc.",On Behalf of Third Party,"Etsy, Inc., and its affiliates (Reverb.com  LLC, and Depop Limited)",12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1172-43415 to 43468,54,11/1/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,Agendi Inc.,Environmental Benefit,Valani Global Carbon Neutrality,12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1173-148 to 1147,1000,11/1/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Anew Environmental, LLC",On Behalf of Third Party,SAN EY2022 Operational Emissions The Good Traveler,12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1173-1148 to 3737,2590,12/5/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,STX Commodities B.V.,Environmental Benefit,Retired on behalf of Open Farm Inc. for environmental benefit.,12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1172-44161 to 44161,1,12/6/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,786,On Behalf of Third Party,On behalf of Patch's customers and/ or their End Users,12/18/2020 23:27,2023,,,,
ACR212,2020,ACR-US-212-2020-1173-3738 to 27737,24000,12/15/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"Anew Environmental, LLC",On Behalf of Third Party,On behalf of Anheuser-Busch,12/18/2020 23:27,2023,,,,
ACR212,2018,ACR-US-212-2018-817-537758 to 538472,715,12/27/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"3Degrees Group, Inc.",On Behalf of Third Party,Estee Lauder AG Lachen - Transaction Reference 27384,4/10/2019 18:14,2023,,,,
ACR212,2018,ACR-US-212-2018-817-536293 to 537757,1465,12/27/2023,UPM Blandin Native American Hardwoods Conservation & Carbon Sequestration Project,Forest Carbon,Version 1.1,70mile radius of Grand Rapids,MINNESOTA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",No,"3Degrees Group, Inc.",On Behalf of Third Party,Open Farm Inc. - Transaction Reference 25262,4/10/2019 18:14,2023,,,,
